source,target,Functionality
Nam7,Rna1,Multiple
Nam7,Cbf5,Multiple
Nam7,Arx1,Multiple
Nam7,Ipp1,Multiple
Nam7,Ded81,Multiple
Nam7,Arb1,Multiple
Nam7,Aha1,Multiple
Nam7,Mae1,Multiple
Nam7,YHR020W,Multiple
Cft1,Pta1,Degradation
Cft1,Ysh1,Degradation
Cft1,Ref2,Degradation
Cft1,Fip1,Degradation
Cft1,Cft2,Degradation
Cft1,Pap1,Degradation
Cft1,Yth1,Degradation
Cft1,Mpe1,Degradation
Cft1,Pfs2,Degradation
Cft1,Pti1,Degradation
Cft1,Glc7,Degradation
Cft1,Ssu72,Degradation
Cft1,Aha1,Degradation
Cft1,Cop1,Degradation
Rna14,Rps28a,Degradation
Rna14,Cft1,Degradation
Rna14,Pcf11,Degradation
Rna14,Pap1,Degradation
Rna14,Clp1,Degradation
Rna14,Rna15,Degradation
Rna14,Sup45,Degradation
Rna14,Ilv2,Degradation
Rna14,Vma5,Degradation
Rna14,Acs2,Degradation
Rna14,Kap123,Degradation
Rna14,Cft2,Degradation
Rna14,Rpo21,Degradation
Rna14,Pta1,Degradation
Rna14,Ysh1,Degradation
Rna14,Htb1,Degradation
Rna14,Wtm1,Degradation
Rna14,Rrp5,Degradation
Rna14,Mmf1,Degradation
Rna14,Yth1,Degradation
Rna14,Aha1,Degradation
Rna14,Sar1,Degradation
Rna14,Pfs2,Degradation
Rna14,Efb1,Degradation
Rna14,Gcn20,Degradation
Rna14,Cop1,Degradation
Mpe1,Rnq1,Ribosome
Mpe1,Pre9,Ribosome
Mpe1,Prs3,Ribosome
Mpe1,Sup35,Ribosome
Mpe1,Dhh1,Ribosome
Mpe1,Rpo21,Ribosome
Mpe1,Rpn7,Ribosome
Mpe1,Gar1,Ribosome
Mpe1,Mbf1,Ribosome
Mpe1,Rpn1,Ribosome
Mpe1,Sac6,Ribosome
Mpe1,Gcd6,Ribosome
Mpe1,Tif34,Ribosome
Mpe1,Tif5,Ribosome
Mpe1,Sup45,Ribosome
Mpe1,Rvb1,Ribosome
Mpe1,Rpl13b,Ribosome
Mpe1,Tef1,Ribosome
Mpe1,Cop1,Ribosome
Mpe1,Rps12,Ribosome
Mpe1,Nip1,Ribosome
Mpe1,Sec13,Ribosome
Mpe1,Hog1,Ribosome
Mpe1,Nop12,Ribosome
Mpe1,Pab1,Ribosome
Mpe1,Sis1,Ribosome
Mpe1,Rvs161,Ribosome
Mpe1,Prt1,Ribosome
Mpe1,Cha1,Ribosome
Mpe1,Rad52,Ribosome
Mpe1,Arl1,Ribosome
Mpe1,Rpl38,Ribosome
Mpe1,Rpl37a,Ribosome
Mpe1,Atp2,Ribosome
Mpe1,Rps19a,Ribosome
Mpe1,Rpl32,Ribosome
Mpe1,Rps27a,Ribosome
Mpe1,Erg11,Ribosome
Mpe1,Cct3,Ribosome
Mpe1,Rps17a,Ribosome
Mpe1,Rpl7a,Ribosome
Mpe1,Nug1,Ribosome
Mpe1,Dys1,Ribosome
Mpe1,Spt5,Ribosome
Mpe1,Rbg2,Ribosome
Mpe1,Rps21a,Ribosome
Mpe1,Dbp3,Ribosome
Mpe1,Rpl6b,Ribosome
Mpe1,Dbp5,Ribosome
Mpe1,Sec53,Ribosome
Mpe1,Ubp3,Ribosome
Mpe1,Rps20,Ribosome
Mpe1,Sec14,Ribosome
Mpe1,Tef4,Ribosome
Mpe1,Npl3,Ribosome
Mpe1,Rps4a,Ribosome
Mpe1,Rvb2,Ribosome
Mpe1,Rpl1a,Ribosome
Mpe1,Tif4631,Ribosome
Mpe1,Rpl35a,Ribosome
Mpe1,Erg1,Ribosome
Mpe1,Rpl11a,Ribosome
Mpe1,Rpl3,Ribosome
Mpe1,Rpl20b,Ribosome
Mpe1,Tkl1,Ribosome
Mpe1,Cdc33,Ribosome
Mpe1,Gcn1,Ribosome
Mpe1,Rps1a,Ribosome
Mpe1,Erg6,Ribosome
Mpe1,Rli1,Ribosome
Mpe1,Pbp4,Ribosome
Mpe1,Rps15,Ribosome
Mpe1,Spt16,Ribosome
Mpe1,Sec4,Ribosome
Mpe1,Rpl8b,Ribosome
Mpe1,Hsp60,Ribosome
Mpe1,Rpl36b,Ribosome
Mpe1,Sec21,Ribosome
Mpe1,Gcn20,Ribosome
Mpe1,Rpp2a,Ribosome
Mpe1,Gus1,Ribosome
Mpe1,Rpl27a,Ribosome
Mpe1,Asc1,Ribosome
Mpe1,Ded81,Ribosome
Mpe1,Nst1,Ribosome
Mpe1,Acc1,Ribosome
Mpe1,Def1,Ribosome
Mpe1,Sec27,Ribosome
Mpe1,Sui2,Ribosome
Mpe1,Vma13,Ribosome
Mpe1,Gcd2,Ribosome
Mpe1,Vas1,Ribosome
Mpe1,Yef3,Ribosome
Mpe1,Rpl5,Ribosome
Mpe1,Rps26b,Ribosome
Mpe1,Utp10,Ribosome
Mpe1,Zuo1,Ribosome
Mpe1,Rpp1b,Ribosome
Mpe1,Cad1,Ribosome
Mpe1,Rpl8a,Ribosome
Mpe1,Fun12,Ribosome
Mpe1,Kap123,Ribosome
Mpe1,Ret3,Ribosome
Mpe1,Chc1,Ribosome
Mpe1,Rpl37b,Ribosome
Mpe1,Ade6,Ribosome
Mpe1,Scp160,Ribosome
Mpe1,New1,Ribosome
Mpe1,Trp5,Ribosome
Mpe1,Vma5,Ribosome
Mpe1,Gcd11,Ribosome
Sup35,Cft1,Degradation
Sup35,Pta1,Degradation
Sup35,Cft2,Degradation
Sup35,Pap1,Degradation
Sup35,Yth1,Degradation
Sup35,Ysh1,Degradation
Sup35,Mpe1,Degradation
Sup35,Fip1,Degradation
Sup35,Rps28a,Degradation
Sup35,Pfs2,Degradation
Sup35,Ref2,Degradation
Sup35,Pdc1,Degradation
Sup35,Ura2,Degradation
Sup35,Rnr4,Degradation
Sup35,Pti1,Degradation
Sup35,Acc1,Degradation
Sup35,Hsp60,Degradation
Sup35,Erg1,Degradation
Sup35,Pab1,Degradation
Sup35,Ssu72,Degradation
Sup35,Act1,Degradation
Sup35,Sam2,Degradation
Sup35,Mmf1,Degradation
Sup35,Yef3,Degradation
Sup35,Fas2,Degradation
Sup35,Ses1,Degradation
Sup35,Hyp2,Degradation
Sup35,Rps21a,Degradation
Sup35,Ald6,Degradation
Sup35,Arf1,Degradation
Sup35,Hsc82,Degradation
Sup35,Bmh1,Degradation
Sup35,Tkl1,Degradation
Sup35,Hxk2,Degradation
Sup35,Hta1,Degradation
Hbs1,Pta1,Degradation
Hbs1,Yth1,Degradation
Hbs1,Fip1,Degradation
Hbs1,Cft1,Degradation
Hbs1,Mpe1,Degradation
Hbs1,Sui2,Degradation
Hbs1,Pti1,Degradation
Hbs1,Act1,Degradation
Hbs1,Gcd11,Degradation
Hbs1,Ssu72,Degradation
Hbs1,Leu1,Degradation
Hbs1,Ape1,Degradation
Hbs1,Ysh1,Degradation
Hbs1,Sup45,Degradation
Hbs1,Cft2,Degradation
Hbs1,Erg6,Degradation
Hbs1,Kap123,Degradation
Hbs1,Ref2,Degradation
Hbs1,Yef3,Degradation
Hbs1,Pfs2,Degradation
Hbs1,Rps21a,Degradation
Hbs1,Ams1,Degradation
Hbs1,Gcd7,Degradation
Hbs1,Arb1,Degradation
Hbs1,Pab1,Degradation
Hbs1,Pap1,Degradation
Hbs1,Acs2,Degradation
Hbs1,Glc7,Degradation
Hbs1,Erg1,Degradation
Hbs1,Rpg1,Degradation
Hbs1,Ykt6,Degradation
Hbs1,Vas1,Degradation
Hbs1,Ape4,Degradation
Hbs1,Bmh2,Degradation
Hbs1,Pdc1,Degradation
Hbs1,Rnr4,Degradation
Hbs1,Srp1,Degradation
Hbs1,Acc1,Degradation
Hbs1,Sup35,Degradation
Hbs1,Rnr2,Degradation
Hbs1,Cad1,Degradation
Hbs1,Cys4,Degradation
Hbs1,Vma5,Degradation
Hbs1,Gcd2,Degradation
Hbs1,Rps12,Degradation
Hbs1,Tef4,Degradation
Hbs1,Dbp5,Degradation
Hbs1,Gsp1,Degradation
Hbs1,Sub2,Degradation
Hbs1,Fas2,Degradation
Hbs1,Rpa190,Degradation
Hbs1,Ura2,Degradation
Hbs1,Erg11,Degradation
Hbs1,Gcd6,Degradation
Hbs1,Gnd1,Degradation
Hbs1,Ald6,Degradation
Hbs1,Ssz1,Degradation
Hbs1,Yhb1,Degradation
Hbs1,Cha1,Degradation
Hbs1,Hsc82,Degradation
Hbs1,Ils1,Degradation
Hbs1,Gus1,Degradation
Hbs1,Erg10,Degradation
Hbs1,Hta1,Degradation
Hbs1,New1,Degradation
Hbs1,Gdh1,Degradation
Hbs1,Arf1,Degradation
Hbs1,Hsp60,Degradation
Hbs1,Fas1,Degradation
Hbs1,Hxk2,Degradation
Hbs1,Rps28a,Degradation
Hbs1,Cof1,Degradation
Mud2,Dbp2,Ribosome
Mud2,Rps25b,Ribosome
Mud2,Rpl37a,Ribosome
Mud2,Rpl24b,Ribosome
Mud2,Rps3,Ribosome
Mud2,Mrt4,Ribosome
Mud2,Rps20,Ribosome
Mud2,Rpl6a,Ribosome
Mud2,Rpl13b,Ribosome
Mud2,Yra1,Ribosome
Mud2,Rps16a,Ribosome
Mud2,Rps14a,Ribosome
Mud2,Rpl36b,Ribosome
Mud2,Rps4a,Ribosome
Mud2,Rps5,Ribosome
Mud2,Rps1a,Ribosome
Mud2,Rps18b,Ribosome
Mud2,Rps29a,Ribosome
Mud2,Rpl19a,Ribosome
Mud2,Rps19a,Ribosome
Mud2,Rpl24a,Ribosome
Mud2,Rps28a,Ribosome
Mud2,Rps15,Ribosome
Mud2,Rps17a,Ribosome
Mud2,Rpl1a,Ribosome
Mud2,Rpl8b,Ribosome
Mud2,Rps26a,Ribosome
Mud2,Rps2,Ribosome
Mud2,Rps1b,Ribosome
Mud2,Rps29b,Ribosome
Mud2,Rps13,Ribosome
Mud2,Rpl34a,Ribosome
Mud2,Rpl28,Ribosome
Mud2,Nog1,Ribosome
Mud2,Rpl42a,Ribosome
Mud2,Rpl3,Ribosome
Mud2,Rpl11a,Ribosome
Mud2,Rpl15a,Ribosome
Mud2,Rps7a,Ribosome
Mud2,Rps12,Ribosome
Mud2,Rpl25,Ribosome
Mud2,Rpl33b,Ribosome
Mud2,Rpl16a,Ribosome
Mud2,Rpl22a,Ribosome
Mud2,Rpl4b,Ribosome
Mud2,Rps24b,Ribosome
Mud2,Rpl35a,Ribosome
Mud2,Rpl17a,Ribosome
Mud2,Rpl10,Ribosome
Mud2,Rpp0,Ribosome
Mud2,Rpl2b,Ribosome
Mud2,Rpl12a,Ribosome
Mud2,Rpl21a,Ribosome
Mud2,Rps10a,Ribosome
Mud2,Rpl6b,Ribosome
Mud2,Rps22b,Ribosome
Mud2,Rps11a,Ribosome
Mud2,Rpl16b,Ribosome
Mud2,Tsr1,Ribosome
Mud2,Rpl18a,Ribosome
Mud2,Rpl31a,Ribosome
Mud2,Asc1,Ribosome
Mud2,Rpl7a,Ribosome
Mud2,Rpl27a,Ribosome
Mud2,Rps7b,Ribosome
Mud2,Stm1,Ribosome
Mud2,Rpl9b,Ribosome
Mud2,Rps0a,Ribosome
Mud2,Vma1,Ribosome
Mud2,Rpl20b,Ribosome
Mud2,Rpl26b,Ribosome
Mud2,Lsg1,Ribosome
Mud2,Rio2,Ribosome
Mud2,Rpl23b,Ribosome
Mud2,Rps23b,Ribosome
Mud2,Rps8b,Ribosome
Mud2,Rpl5,Ribosome
Mud2,Ura2,Ribosome
Mud2,Rps6a,Ribosome
Mud2,Rpp2a,Ribosome
Mud2,Rps9a,Ribosome
Mud2,Rps21a,Ribosome
Mud2,Rps27a,Ribosome
Mud2,Rpl32,Ribosome
Mud2,Rpl38,Ribosome
Mud2,Fas1,Ribosome
Mud2,Pno1,Ribosome
Mud2,Rpl14a,Ribosome
Mud2,YBL028C,Ribosome
Prp22,Mud2,Synthesis
Prp22,Msl5,Synthesis
Prp22,Shm2,Synthesis
Prp22,Ssc1,Synthesis
Prp22,Frm2,Synthesis
Prp22,Acc1,Synthesis
Prp22,Ura2,Synthesis
Prp22,Mrh1,Synthesis
